"188006";"068";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"068";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"069";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"069";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"069";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"70-79";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"70-79";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"70-79";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"070";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"070";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"070";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"071";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"071";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"071";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"072";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"072";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"072";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"073";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"073";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"073";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"074";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"074";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"074";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"075";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"075";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"075";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"076";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"076";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"076";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"077";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"077";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"077";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"078";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"078";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"078";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"079";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"079";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"079";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"80-89";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"80-89";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"80-89";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"080";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"080";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"080";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"081";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"081";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"081";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"082";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"082";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"082";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"083";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"083";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"083";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"084";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"084";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"084";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"085";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"085";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"085";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"086";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"086";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"086";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"087";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"087";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"087";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"088";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"088";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"088";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"089";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"089";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"089";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"90-99";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"90-99";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"90-99";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"090";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"090";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"090";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"091";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"091";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"091";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"092";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"092";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"092";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"093";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"093";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"093";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"094";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"094";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"094";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"095";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"095";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"095";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"096";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"096";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"096";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"097";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"097";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"097";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"098";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"098";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"098";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"099";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"099";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"099";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"100-";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"100-";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"100-";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"100";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"100";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"100";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"101";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"101";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"101";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"102";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"102";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"102";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"103";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"103";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"103";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"104";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"104";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"104";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"105";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"105";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"105";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"106";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"106";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"106";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"107";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"107";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"107";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"108";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"108";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"108";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"109";"Total"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"109";"              1"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188006";"109";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188008";"Total";"Total"; 89519; 5228; 89519; 89519; 302; 298; 0; S; 1; 1
"188008";"Total";"              1"; 44708; 2613; 44708; 44708; 298; 276; 0; S; 1; 1
"188008";"Total";"              2"; 44811; 2615; 44811; 44811; 302; 278; 0; S; 1; 1
"188008";"0-9";"Total"; 11559; 729; 11559; 11559; 199; 124; 0; S; 1; 1
"188008";"0-9";"              1"; 3378; 189; 3378; 3378; 124; 104; 0; S; 1; 1
"188008";"0-9";"              2"; 8181; 540; 8181; 8181; 199; 111; 0; S; 1; 1
"188008";"000";"Total"; 600; 37; 600; 600; 48; 41; 0; S; 1; 1
"188008";"000";"              1"; 61; 3; 61; 61; 41; 11; 0; U; 21; 21
"188008";"000";"              2"; 539; 34; 539; 539; 48; 40; 0; M; 1; 1
"188008";"001";"Total"; 1163; 78; 1163; 1163; 88; 74; 0; S; 1; 1
"188008";"001";"              1"; 81; 5; 81; 81; 38; 21; 0; S; 1; 1
"188008";"001";"              2"; 1082; 73; 1082; 1082; 88; 74; 0; S; 1; 1
"188008";"002";"Total"; 906; 52; 906; 906; 111; 71; 0; S; 1; 1
"188008";"002";"              1"; 101; 9; 101; 101; 25; 22; 0; M; 1; 1
"188008";"002";"              2"; 805; 43; 805; 805; 111; 71; 0; M; 1; 1
"188008";"003";"Total"; 1644; 82; 1644; 1644; 124; 99; 0; S; 1; 1
"188008";"003";"              1"; 603; 18; 603; 603; 124; 99; 0; S; 1; 1
"188008";"003";"              2"; 1041; 64; 1041; 1041; 91; 79; 0; S; 1; 1
"188008";"004";"Total"; 1192; 79; 1192; 1192; 82; 80; 0; S; 1; 1
"188008";"004";"              1"; 129; 12; 129; 129; 23; 17; 0; S; 1; 1
"188008";"004";"              2"; 1063; 67; 1063; 1063; 82; 80; 0; S; 1; 1
"188008";"005";"Total"; 1104; 76; 1104; 1104; 199; 71; 0; S; 1; 1
"188008";"005";"              1"; 137; 16; 137; 137; 26; 23; 0; S; 1; 1
"188008";"005";"              2"; 967; 60; 967; 967; 199; 71; 0; S; 1; 1
"188008";"006";"Total"; 1336; 80; 1336; 1336; 104; 81; 0; S; 1; 1
"188008";"006";"              1"; 498; 22; 498; 498; 104; 78; 0; S; 1; 1
"188008";"006";"              2"; 838; 58; 838; 838; 81; 49; 0; S; 1; 1
"188008";"007";"Total"; 1275; 83; 1275; 1275; 73; 65; 0; S; 1; 1
"188008";"007";"              1"; 567; 29; 567; 567; 73; 65; 0; S; 1; 1
"188008";"007";"              2"; 708; 54; 708; 708; 62; 45; 0; S; 1; 1
"188008";"008";"Total"; 1233; 85; 1233; 1233; 63; 63; 0; S; 1; 1
"188008";"008";"              1"; 569; 36; 569; 569; 63; 43; 0; M; 1; 1
"188008";"008";"              2"; 664; 49; 664; 664; 63; 51; 0; M; 1; 1
"188008";"009";"Total"; 1106; 77; 1106; 1106; 74; 43; 0; S; 1; 1
"188008";"009";"              1"; 632; 39; 632; 632; 74; 43; 0; S; 1; 1
"188008";"009";"              2"; 474; 38; 474; 474; 41; 40; 0; S; 1; 1
"188008";"10-19";"Total"; 11199; 661; 11199; 11199; 234; 156; 0; S; 1; 1
"188008";"10-19";"              1"; 5895; 345; 5895; 5895; 234; 145; 0; S; 1; 1
"188008";"10-19";"              2"; 5304; 316; 5304; 5304; 156; 155; 0; S; 1; 1
"188008";"010";"Total"; 1109; 61; 1109; 1109; 100; 89; 0; S; 1; 1
"188008";"010";"              1"; 471; 24; 471; 471; 89; 78; 0; S; 1; 1
"188008";"010";"              2"; 638; 37; 638; 638; 100; 49; 0; S; 1; 1
"188008";"011";"Total"; 977; 59; 977; 977; 87; 71; 0; S; 1; 1
"188008";"011";"              1"; 261; 20; 261; 261; 26; 24; 0; S; 1; 1
"188008";"011";"              2"; 716; 39; 716; 716; 87; 71; 0; S; 1; 1
"188008";"012";"Total"; 1639; 83; 1639; 1639; 156; 155; 0; S; 1; 1
"188008";"012";"              1"; 740; 37; 740; 740; 75; 67; 0; S; 1; 1
"188008";"012";"              2"; 899; 46; 899; 899; 156; 155; 0; S; 1; 1
"188008";"013";"Total"; 1091; 75; 1091; 1091; 133; 76; 0; S; 1; 1
"188008";"013";"              1"; 476; 32; 476; 476; 76; 47; 0; S; 1; 1
"188008";"013";"              2"; 615; 43; 615; 615; 133; 48; 0; S; 1; 1
"188008";"014";"Total"; 881; 65; 881; 881; 58; 56; 0; S; 1; 1
"188008";"014";"              1"; 535; 41; 535; 535; 58; 56; 0; S; 1; 1
"188008";"014";"              2"; 346; 24; 346; 346; 55; 30; 0; S; 1; 1
"188008";"015";"Total"; 889; 62; 889; 889; 125; 66; 0; S; 1; 1
"188008";"015";"              1"; 546; 33; 546; 546; 125; 66; 0; S; 1; 1
"188008";"015";"              2"; 343; 29; 343; 343; 39; 30; 0; S; 1; 1
"188008";"016";"Total"; 1392; 72; 1392; 1392; 234; 116; 0; S; 1; 1
"188008";"016";"              1"; 804; 39; 804; 804; 234; 105; 0; S; 1; 1
"188008";"016";"              2"; 588; 33; 588; 588; 116; 115; 0; S; 1; 1
"188008";"017";"Total"; 1094; 70; 1094; 1094; 103; 73; 0; S; 1; 1
"188008";"017";"              1"; 627; 41; 627; 627; 73; 65; 0; S; 1; 1
"188008";"017";"              2"; 467; 29; 467; 467; 103; 34; 0; S; 1; 1
"188008";"018";"Total"; 984; 52; 984; 984; 149; 84; 0; S; 1; 1
"188008";"018";"              1"; 601; 36; 601; 601; 84; 68; 0; S; 1; 1
"188008";"018";"              2"; 383; 16; 383; 383; 149; 59; 0; S; 1; 1
"188008";"019";"Total"; 1143; 62; 1143; 1143; 145; 81; 0; S; 1; 1
"188008";"019";"              1"; 834; 42; 834; 834; 145; 81; 0; S; 1; 1
"188008";"019";"              2"; 309; 20; 309; 309; 30; 27; 0; S; 1; 1
"188008";"20-29";"Total"; 10720; 575; 10720; 10720; 278; 221; 0; S; 1; 1
"188008";"20-29";"              1"; 5103; 316; 5103; 5103; 147; 136; 0; S; 1; 1
"188008";"20-29";"              2"; 5617; 259; 5617; 5617; 278; 221; 0; S; 1; 1
"188008";"020";"Total"; 900; 50; 900; 900; 99; 66; 0; S; 1; 1
"188008";"020";"              1"; 626; 37; 626; 626; 99; 45; 0; S; 1; 1
"188008";"020";"              2"; 274; 13; 274; 274; 66; 45; 0; S; 1; 1
"188008";"021";"Total"; 1535; 77; 1535; 1535; 221; 103; 0; S; 1; 1
"188008";"021";"              1"; 797; 49; 797; 797; 103; 73; 0; S; 1; 1
"188008";"021";"              2"; 738; 28; 738; 738; 221; 96; 0; S; 1; 1
"188008";"022";"Total"; 861; 55; 861; 861; 87; 66; 0; S; 1; 1
"188008";"022";"              1"; 467; 31; 467; 467; 66; 55; 0; S; 1; 1
"188008";"022";"              2"; 394; 24; 394; 394; 87; 37; 0; S; 1; 1
"188008";"023";"Total"; 1031; 59; 1031; 1031; 109; 70; 0; S; 1; 1
"188008";"023";"              1"; 678; 39; 678; 678; 109; 50; 0; S; 1; 1
"188008";"023";"              2"; 353; 20; 353; 353; 70; 39; 0; S; 1; 1
"188008";"024";"Total"; 965; 58; 965; 965; 136; 69; 0; S; 1; 1
"188008";"024";"              1"; 707; 42; 707; 707; 136; 69; 0; S; 1; 1
"188008";"024";"              2"; 258; 16; 258; 258; 44; 43; 0; S; 1; 1
"188008";"025";"Total"; 922; 58; 922; 922; 85; 50; 0; S; 1; 1
"188008";"025";"              1"; 419; 32; 419; 419; 44; 42; 0; S; 1; 1
"188008";"025";"              2"; 503; 26; 503; 503; 85; 50; 0; S; 1; 1
"188008";"026";"Total"; 655; 48; 655; 655; 74; 45; 0; S; 1; 1
"188008";"026";"              1"; 360; 24; 360; 360; 74; 45; 0; S; 1; 1
"188008";"026";"              2"; 295; 24; 295; 295; 32; 28; 0; S; 1; 1
"188008";"027";"Total"; 1035; 52; 1035; 1035; 180; 119; 0; S; 1; 1
"188008";"027";"              1"; 314; 23; 314; 314; 42; 33; 0; S; 1; 1
"188008";"027";"              2"; 721; 29; 721; 721; 180; 119; 0; S; 1; 1
"188008";"028";"Total"; 1294; 60; 1294; 1294; 212; 147; 0; S; 1; 1
"188008";"028";"              1"; 508; 19; 508; 508; 147; 84; 0; S; 1; 1
"188008";"028";"              2"; 786; 41; 786; 786; 212; 60; 0; S; 1; 1
"188008";"029";"Total"; 1522; 58; 1522; 1522; 278; 219; 0; S; 1; 1
"188008";"029";"              1"; 227; 20; 227; 227; 50; 29; 0; S; 1; 1
"188008";"029";"              2"; 1295; 38; 1295; 1295; 278; 219; 0; S; 1; 1
"188008";"30-39";"Total"; 11536; 679; 11536; 11536; 302; 276; 0; S; 1; 1
"188008";"30-39";"              1"; 4552; 265; 4552; 4552; 276; 202; 0; S; 1; 1
"188008";"30-39";"              2"; 6984; 414; 6984; 6984; 302; 180; 0; S; 1; 1
"188008";"030";"Total"; 657; 43; 657; 657; 65; 60; 0; S; 1; 1
"188008";"030";"              1"; 168; 13; 168; 168; 57; 28; 0; S; 1; 1
"188008";"030";"              2"; 489; 30; 489; 489; 65; 60; 0; S; 1; 1
"188008";"031";"Total"; 1016; 56; 1016; 1016; 105; 47; 0; S; 1; 1
"188008";"031";"              1"; 286; 19; 286; 286; 39; 33; 0; S; 1; 1
"188008";"031";"              2"; 730; 37; 730; 730; 105; 47; 0; S; 1; 1
"188008";"032";"Total"; 1092; 64; 1092; 1092; 63; 59; 0; S; 1; 1
"188008";"032";"              1"; 348; 22; 348; 348; 38; 37; 0; S; 1; 1
"188008";"032";"              2"; 744; 42; 744; 744; 63; 59; 0; S; 1; 1
"188008";"033";"Total"; 1157; 68; 1157; 1157; 180; 63; 0; S; 1; 1
"188008";"033";"              1"; 335; 26; 335; 335; 58; 40; 0; S; 1; 1
"188008";"033";"              2"; 822; 42; 822; 822; 180; 63; 0; S; 1; 1
"188008";"034";"Total"; 908; 68; 908; 908; 66; 49; 0; S; 1; 1
"188008";"034";"              1"; 379; 26; 379; 379; 42; 41; 0; S; 1; 1
"188008";"034";"              2"; 529; 42; 529; 529; 66; 49; 0; S; 1; 1
"188008";"035";"Total"; 1352; 77; 1352; 1352; 276; 74; 0; S; 1; 1
"188008";"035";"              1"; 744; 31; 744; 744; 276; 57; 0; S; 1; 1
"188008";"035";"              2"; 608; 46; 608; 608; 74; 54; 0; S; 1; 1
"188008";"036";"Total"; 1340; 78; 1340; 1340; 190; 79; 0; S; 1; 1
"188008";"036";"              1"; 671; 31; 671; 671; 190; 79; 0; S; 1; 1
"188008";"036";"              2"; 669; 47; 669; 669; 78; 64; 0; S; 1; 1
"188008";"037";"Total"; 946; 64; 946; 946; 136; 41; 0; S; 1; 1
"188008";"037";"              1"; 331; 24; 331; 331; 35; 34; 0; S; 1; 1
"188008";"037";"              2"; 615; 40; 615; 615; 136; 41; 0; S; 1; 1
"188008";"038";"Total"; 1387; 81; 1387; 1387; 202; 96; 0; S; 1; 1
"188008";"038";"              1"; 706; 37; 706; 706; 202; 64; 0; S; 1; 1
"188008";"038";"              2"; 681; 44; 681; 681; 96; 74; 0; S; 1; 1
"188008";"039";"Total"; 1681; 80; 1681; 1681; 302; 118; 0; S; 1; 1
"188008";"039";"              1"; 584; 36; 584; 584; 106; 54; 0; S; 1; 1
"188008";"039";"              2"; 1097; 44; 1097; 1097; 302; 118; 0; S; 1; 1
"188008";"40-49";"Total"; 13096; 770; 13096; 13096; 187; 169; 0; S; 1; 1
"188008";"40-49";"              1"; 6763; 411; 6763; 6763; 144; 130; 0; S; 1; 1
"188008";"40-49";"              2"; 6333; 359; 6333; 6333; 187; 169; 0; S; 1; 1
"188008";"040";"Total"; 1114; 82; 1114; 1114; 80; 48; 0; S; 1; 1
"188008";"040";"              1"; 638; 47; 638; 638; 48; 38; 0; S; 1; 1
"188008";"040";"              2"; 476; 35; 476; 476; 80; 30; 0; S; 1; 1
"188008";"041";"Total"; 1026; 68; 1026; 1026; 143; 52; 0; S; 1; 1
"188008";"041";"              1"; 393; 35; 393; 393; 52; 36; 0; S; 1; 1
"188008";"041";"              2"; 633; 33; 633; 633; 143; 51; 0; S; 1; 1
"188008";"042";"Total"; 1165; 68; 1165; 1165; 127; 65; 0; S; 1; 1
"188008";"042";"              1"; 741; 37; 741; 741; 127; 65; 0; S; 1; 1
"188008";"042";"              2"; 424; 31; 424; 424; 43; 39; 0; S; 1; 1
"188008";"043";"Total"; 1522; 76; 1522; 1522; 137; 103; 0; S; 1; 1
"188008";"043";"              1"; 737; 37; 737; 737; 103; 86; 0; S; 1; 1
"188008";"043";"              2"; 785; 39; 785; 785; 137; 58; 0; S; 1; 1
"188008";"044";"Total"; 1405; 84; 1405; 1405; 125; 61; 0; S; 1; 1
"188008";"044";"              1"; 831; 46; 831; 831; 125; 61; 0; S; 1; 1
"188008";"044";"              2"; 574; 38; 574; 574; 34; 33; 0; S; 1; 1
"188008";"045";"Total"; 1335; 89; 1335; 1335; 144; 57; 0; S; 1; 1
"188008";"045";"              1"; 871; 54; 871; 871; 144; 51; 0; S; 1; 1
"188008";"045";"              2"; 464; 35; 464; 464; 57; 47; 0; S; 1; 1
"188008";"046";"Total"; 1496; 78; 1496; 1496; 139; 130; 0; S; 1; 1
"188008";"046";"              1"; 623; 35; 623; 623; 130; 110; 0; S; 1; 1
"188008";"046";"              2"; 873; 43; 873; 873; 139; 89; 0; S; 1; 1
"188008";"047";"Total"; 1264; 80; 1264; 1264; 82; 78; 0; S; 1; 1
"188008";"047";"              1"; 586; 41; 586; 586; 54; 40; 0; S; 1; 1
"188008";"047";"              2"; 678; 39; 678; 678; 82; 78; 0; S; 1; 1
"188008";"048";"Total"; 1144; 72; 1144; 1144; 84; 60; 0; S; 1; 1
"188008";"048";"              1"; 649; 37; 649; 649; 84; 60; 0; S; 1; 1
"188008";"048";"              2"; 495; 35; 495; 495; 46; 44; 0; S; 1; 1
"188008";"049";"Total"; 1625; 73; 1625; 1625; 187; 169; 0; S; 1; 1
"188008";"049";"              1"; 694; 42; 694; 694; 94; 66; 0; S; 1; 1
"188008";"049";"              2"; 931; 31; 931; 931; 187; 169; 0; S; 1; 1
"188008";"50-59";"Total"; 13240; 746; 13240; 13240; 298; 228; 0; S; 1; 1
"188008";"50-59";"              1"; 7338; 376; 7338; 7338; 298; 228; 0; S; 1; 1
"188008";"50-59";"              2"; 5902; 370; 5902; 5902; 217; 124; 0; S; 1; 1
"188008";"050";"Total"; 1178; 67; 1178; 1178; 75; 54; 0; S; 1; 1
"188008";"050";"              1"; 574; 34; 574; 574; 54; 53; 0; S; 1; 1
"188008";"050";"              2"; 604; 33; 604; 604; 75; 50; 0; S; 1; 1
"188008";"051";"Total"; 1423; 80; 1423; 1423; 217; 61; 0; S; 1; 1
"188008";"051";"              1"; 710; 42; 710; 710; 61; 53; 0; S; 1; 1
"188008";"051";"              2"; 713; 38; 713; 713; 217; 58; 0; S; 1; 1
"188008";"052";"Total"; 1290; 70; 1290; 1290; 298; 82; 0; S; 1; 1
"188008";"052";"              1"; 802; 40; 802; 802; 298; 52; 0; S; 1; 1
"188008";"052";"              2"; 488; 30; 488; 488; 82; 61; 0; S; 1; 1
"188008";"053";"Total"; 1017; 67; 1017; 1017; 61; 61; 0; S; 1; 1
"188008";"053";"              1"; 559; 34; 559; 559; 61; 61; 0; S; 1; 1
"188008";"053";"              2"; 458; 33; 458; 458; 36; 34; 0; S; 1; 1
"188008";"054";"Total"; 1398; 76; 1398; 1398; 124; 87; 0; S; 1; 1
"188008";"054";"              1"; 652; 38; 652; 652; 60; 52; 0; S; 1; 1
"188008";"054";"              2"; 746; 38; 746; 746; 124; 87; 0; S; 1; 1
"188008";"055";"Total"; 1310; 79; 1310; 1310; 228; 124; 0; S; 1; 1
"188008";"055";"              1"; 751; 35; 751; 751; 228; 124; 0; S; 1; 1
"188008";"055";"              2"; 559; 44; 559; 559; 69; 34; 0; S; 1; 1
"188008";"056";"Total"; 1649; 89; 1649; 1649; 185; 143; 0; S; 1; 1
"188008";"056";"              1"; 1058; 44; 1058; 1058; 185; 143; 0; S; 1; 1
"188008";"056";"              2"; 591; 45; 591; 591; 73; 45; 0; S; 1; 1
"188008";"057";"Total"; 1426; 70; 1426; 1426; 161; 72; 0; S; 1; 1
"188008";"057";"              1"; 818; 31; 818; 818; 161; 72; 0; S; 1; 1
"188008";"057";"              2"; 608; 39; 608; 608; 63; 44; 0; S; 1; 1
"188008";"058";"Total"; 1298; 79; 1298; 1298; 158; 75; 0; S; 1; 1
"188008";"058";"              1"; 658; 36; 658; 658; 158; 60; 0; S; 1; 1
